MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Latvia (LV),Generation - Solar  [MW] Intraday / Latvia (LV),Generation - Solar  [MW] Current / Latvia (LV),Generation - Wind Offshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Offshore  [MW] Intraday / Latvia (LV),Generation - Wind Offshore  [MW] Current / Latvia (LV),Generation - Wind Onshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Onshore  [MW] Intraday / Latvia (LV),Generation - Wind Onshore  [MW] Current / Latvia (LV)
16.08.2022 05:00 - 16.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,19,17,17
16.08.2022 06:00 - 16.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,19,16,16
16.08.2022 07:00 - 16.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
16.08.2022 08:00 - 16.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,13
16.08.2022 09:00 - 16.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,15,14,16
16.08.2022 10:00 - 16.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,14
16.08.2022 11:00 - 16.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,13
16.08.2022 12:00 - 16.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,14
16.08.2022 13:00 - 16.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,12
16.08.2022 14:00 - 16.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
16.08.2022 15:00 - 16.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
16.08.2022 16:00 - 16.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
16.08.2022 17:00 - 16.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
16.08.2022 18:00 - 16.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,20,20,20
16.08.2022 19:00 - 16.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
16.08.2022 20:00 - 16.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,18,17,17
16.08.2022 21:00 - 16.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,23,23,23
16.08.2022 22:00 - 16.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
16.08.2022 23:00 - 17.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,21,7,7
17.08.2022 00:00 - 17.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,26,24,24
17.08.2022 01:00 - 17.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,22,21,21
17.08.2022 02:00 - 17.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,20,19,19
17.08.2022 03:00 - 17.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,23,21,21
17.08.2022 04:00 - 17.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,25,22,22
17.08.2022 05:00 - 17.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,17,18,18
17.08.2022 06:00 - 17.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
17.08.2022 07:00 - 17.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,20,17,17
17.08.2022 08:00 - 17.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,20,15,16
17.08.2022 09:00 - 17.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,19
17.08.2022 10:00 - 17.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,17
17.08.2022 11:00 - 17.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
17.08.2022 12:00 - 17.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
17.08.2022 13:00 - 17.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
17.08.2022 14:00 - 17.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
17.08.2022 15:00 - 17.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
17.08.2022 16:00 - 17.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
17.08.2022 17:00 - 17.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,15,16,16
17.08.2022 18:00 - 17.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
17.08.2022 19:00 - 17.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
17.08.2022 20:00 - 17.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
17.08.2022 21:00 - 17.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
17.08.2022 22:00 - 17.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
17.08.2022 23:00 - 18.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,2,17,17
18.08.2022 00:00 - 18.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,5,9,9
18.08.2022 01:00 - 18.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,4,13,13
18.08.2022 02:00 - 18.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
18.08.2022 03:00 - 18.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
18.08.2022 04:00 - 18.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,4,10,10
18.08.2022 05:00 - 18.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,8,8
18.08.2022 06:00 - 18.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,11,11
18.08.2022 07:00 - 18.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,9,9
18.08.2022 08:00 - 18.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,4,17,16
18.08.2022 09:00 - 18.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,3,10,9
18.08.2022 10:00 - 18.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,17
18.08.2022 11:00 - 18.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
18.08.2022 12:00 - 18.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,3,5,5
18.08.2022 13:00 - 18.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,8
18.08.2022 14:00 - 18.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
18.08.2022 15:00 - 18.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
18.08.2022 16:00 - 18.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
18.08.2022 17:00 - 18.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
18.08.2022 18:00 - 18.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
18.08.2022 19:00 - 18.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
18.08.2022 20:00 - 18.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,27,26,26
18.08.2022 21:00 - 18.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,37,36,36
18.08.2022 22:00 - 18.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,35,35,35
18.08.2022 23:00 - 19.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,34,10,10
19.08.2022 00:00 - 19.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,18,20,20
19.08.2022 01:00 - 19.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,17,18,18
19.08.2022 02:00 - 19.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,19,17,17
19.08.2022 03:00 - 19.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,15,16,16
19.08.2022 04:00 - 19.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
19.08.2022 05:00 - 19.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,11,17,17
19.08.2022 06:00 - 19.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
19.08.2022 07:00 - 19.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,11,19,19
19.08.2022 08:00 - 19.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,8,12,23
19.08.2022 09:00 - 19.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,17
19.08.2022 10:00 - 19.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,14,16
19.08.2022 11:00 - 19.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,8,23,23
19.08.2022 12:00 - 19.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,8,14,23
19.08.2022 13:00 - 19.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,7,8,12
19.08.2022 14:00 - 19.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,13,14,19
19.08.2022 15:00 - 19.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,13,14,14
19.08.2022 16:00 - 19.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
19.08.2022 17:00 - 19.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
19.08.2022 18:00 - 19.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
19.08.2022 19:00 - 19.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
19.08.2022 20:00 - 19.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
19.08.2022 21:00 - 19.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
19.08.2022 22:00 - 19.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,24,23,23
19.08.2022 23:00 - 20.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,20,11,11
20.08.2022 00:00 - 20.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,53,53,53
20.08.2022 01:00 - 20.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,52,53,53
20.08.2022 02:00 - 20.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,55,58,58
20.08.2022 03:00 - 20.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,56,57,57
20.08.2022 04:00 - 20.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,56,55,55
20.08.2022 05:00 - 20.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,42,43,43
20.08.2022 06:00 - 20.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,37,39,39
20.08.2022 07:00 - 20.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,37,39,39
20.08.2022 08:00 - 20.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,36,35,35
20.08.2022 09:00 - 20.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,34,37,37
20.08.2022 10:00 - 20.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,37,38,38
20.08.2022 11:00 - 20.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,34,31,34
20.08.2022 12:00 - 20.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,34,30,30
20.08.2022 13:00 - 20.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,30,26,32
20.08.2022 14:00 - 20.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,26,26,26
20.08.2022 15:00 - 20.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,20,20,20
20.08.2022 16:00 - 20.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
20.08.2022 17:00 - 20.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
20.08.2022 18:00 - 20.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
20.08.2022 19:00 - 20.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.08.2022 20:00 - 20.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
20.08.2022 21:00 - 20.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,22,21,21
20.08.2022 22:00 - 20.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,31,31,31
20.08.2022 23:00 - 21.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,32,15,15
21.08.2022 00:00 - 21.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,16,18,18
21.08.2022 01:00 - 21.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,16,20,20
21.08.2022 02:00 - 21.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,21,19,19
21.08.2022 03:00 - 21.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,22,22,22
21.08.2022 04:00 - 21.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,22,23,23
21.08.2022 05:00 - 21.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,14,17,17
21.08.2022 06:00 - 21.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,14,16,16
21.08.2022 07:00 - 21.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,16,19,19
21.08.2022 08:00 - 21.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,21
21.08.2022 09:00 - 21.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,20,20,20
21.08.2022 10:00 - 21.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
21.08.2022 11:00 - 21.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,20,20,18
21.08.2022 12:00 - 21.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,14
21.08.2022 13:00 - 21.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
21.08.2022 14:00 - 21.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
21.08.2022 15:00 - 21.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
21.08.2022 16:00 - 21.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
21.08.2022 17:00 - 21.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
21.08.2022 18:00 - 21.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
21.08.2022 19:00 - 21.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
21.08.2022 20:00 - 21.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
21.08.2022 21:00 - 21.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
21.08.2022 22:00 - 21.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
21.08.2022 23:00 - 22.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
22.08.2022 00:00 - 22.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.08.2022 01:00 - 22.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,14,8,8
22.08.2022 02:00 - 22.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
22.08.2022 03:00 - 22.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,7,8,8
22.08.2022 04:00 - 22.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
22.08.2022 05:00 - 22.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
22.08.2022 06:00 - 22.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
22.08.2022 07:00 - 22.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
22.08.2022 08:00 - 22.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,3
22.08.2022 09:00 - 22.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
22.08.2022 10:00 - 22.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
22.08.2022 11:00 - 22.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
22.08.2022 12:00 - 22.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
22.08.2022 13:00 - 22.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
22.08.2022 14:00 - 22.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,1,2,2
22.08.2022 15:00 - 22.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
22.08.2022 16:00 - 22.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
22.08.2022 17:00 - 22.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
22.08.2022 18:00 - 22.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.08.2022 19:00 - 22.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
22.08.2022 20:00 - 22.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.08.2022 21:00 - 22.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
22.08.2022 22:00 - 22.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
22.08.2022 23:00 - 23.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,7,2,2
23.08.2022 00:00 - 23.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
23.08.2022 01:00 - 23.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,10,9,9
23.08.2022 02:00 - 23.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
23.08.2022 03:00 - 23.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
23.08.2022 04:00 - 23.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,18,25,25
23.08.2022 05:00 - 23.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
23.08.2022 06:00 - 23.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,18,15,15
23.08.2022 07:00 - 23.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,13,11,11
23.08.2022 08:00 - 23.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
23.08.2022 09:00 - 23.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,8
23.08.2022 10:00 - 23.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.08.2022 11:00 - 23.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.08.2022 12:00 - 23.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,3
23.08.2022 13:00 - 23.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
23.08.2022 14:00 - 23.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.08.2022 15:00 - 23.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.08.2022 16:00 - 23.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.08.2022 17:00 - 23.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.08.2022 18:00 - 23.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.08.2022 19:00 - 23.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
23.08.2022 20:00 - 23.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
23.08.2022 21:00 - 23.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
23.08.2022 22:00 - 23.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
23.08.2022 23:00 - 24.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,10,14,14
24.08.2022 00:00 - 24.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,17,7,7
24.08.2022 01:00 - 24.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,12,6,6
24.08.2022 02:00 - 24.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,20,14,14
24.08.2022 03:00 - 24.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,7,9,9
24.08.2022 04:00 - 24.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,3,8,8
24.08.2022 05:00 - 24.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,10,10
24.08.2022 06:00 - 24.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,2,14,14
24.08.2022 07:00 - 24.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,1,13,13
24.08.2022 08:00 - 24.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,1,4,4
24.08.2022 09:00 - 24.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,1,4,4
24.08.2022 10:00 - 24.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,1,5,5
24.08.2022 11:00 - 24.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,1,5,5
24.08.2022 12:00 - 24.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,1,4,4
24.08.2022 13:00 - 24.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,3,5,5
24.08.2022 14:00 - 24.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
24.08.2022 15:00 - 24.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
24.08.2022 16:00 - 24.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
24.08.2022 17:00 - 24.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,10,9,9
24.08.2022 18:00 - 24.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
24.08.2022 19:00 - 24.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
24.08.2022 20:00 - 24.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
24.08.2022 21:00 - 24.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
24.08.2022 22:00 - 24.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
24.08.2022 23:00 - 25.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,9,17,17
25.08.2022 00:00 - 25.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,12,13,13
25.08.2022 01:00 - 25.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,12,16,16
25.08.2022 02:00 - 25.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,12,13,13
25.08.2022 03:00 - 25.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,20,20,20
25.08.2022 04:00 - 25.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
25.08.2022 05:00 - 25.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,13
25.08.2022 06:00 - 25.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,8,10,10
25.08.2022 07:00 - 25.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,8,22,22
25.08.2022 08:00 - 25.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,7,16,16
25.08.2022 09:00 - 25.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,13
25.08.2022 10:00 - 25.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,13
25.08.2022 11:00 - 25.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
25.08.2022 12:00 - 25.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
25.08.2022 13:00 - 25.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
25.08.2022 14:00 - 25.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
25.08.2022 15:00 - 25.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
25.08.2022 16:00 - 25.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
25.08.2022 17:00 - 25.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
25.08.2022 18:00 - 25.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
25.08.2022 19:00 - 25.08.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
25.08.2022 20:00 - 25.08.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
25.08.2022 21:00 - 25.08.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
25.08.2022 22:00 - 25.08.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
25.08.2022 23:00 - 26.08.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,13,4,4
26.08.2022 00:00 - 26.08.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,15,11,11
26.08.2022 01:00 - 26.08.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,17,9,9
26.08.2022 02:00 - 26.08.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,22,25,25
26.08.2022 03:00 - 26.08.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,23,25,25
26.08.2022 04:00 - 26.08.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,10,12,12
26.08.2022 05:00 - 26.08.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
26.08.2022 06:00 - 26.08.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,9,5,5
26.08.2022 07:00 - 26.08.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
26.08.2022 08:00 - 26.08.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,6,8,8
26.08.2022 09:00 - 26.08.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
26.08.2022 10:00 - 26.08.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
26.08.2022 11:00 - 26.08.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
26.08.2022 12:00 - 26.08.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
26.08.2022 13:00 - 26.08.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
26.08.2022 14:00 - 26.08.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
26.08.2022 15:00 - 26.08.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
26.08.2022 16:00 - 26.08.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
26.08.2022 17:00 - 26.08.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
26.08.2022 18:00 - 26.08.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
